hora_dia,dia_semana,mes,es_finde,es_punta,urgencia,zona_incidente,base_nombre,base_zona,distancia_km,carga_zona,unidades_libres,tiempo_real_min,urgencia_cod,zona_cod,base_zona_cod,hora_sin,hora_cos
9.435559248783662,2,9,0,1,media,oeste,B043 Quart,oeste,7.349,1,1,14.23,1,4,4,0.6220584713019939,-0.7829707901840441
10.16882051171981,5,7,1,0,media,centro,A031 Malvarrosa,este,1.425,6,2,7.35,1,0,3,0.4612483763396708,-0.8872710607948494
6.438129534466358,5,10,1,0,leve,centro,A053 Manises,oeste,2.06,4,2,5.56,0,0,4,0.9934289296937494,-0.1144506952688862
8.639043188687044,2,5,0,1,media,este,B036 Arabista,centro,4.975,1,3,8.69,1,3,0,0.7706728886032705,-0.6372309618748064
10.277306474274665,6,7,1,0,grave,centro,A033 Campanar,centro,3.0,3,1,4.58,2,0,0,0.43586586294245266,-0.900011638547764
7.122516056444243,2,6,0,0,media,oeste,B043 Quart,oeste,6.949,2,1,8.75,1,4,4,0.9571289040276039,-0.2896623224979698
10.93924504586418,5,5,1,0,media,norte,A041 General,centro,6.1,1,3,7.72,1,1,0,0.274149298173345,-0.9616871436756667
8.498403275202987,3,11,0,1,grave,oeste,A041 General,centro,9.717,2,3,13.65,2,4,0,0.7936077463786884,-0.6084297370179563
9.270765625516809,6,3,1,1,media,centro,B035 Peset,centro,2.769,4,2,9.16,1,0,0,0.6552487688403448,-0.7554131657134475
8.495733469426508,6,3,1,1,media,sur,A053 Manises,oeste,4.562,1,2,6.42,1,2,4,0.7940328165961232,-0.6078748935171014
14.630695461272344,0,7,0,0,media,norte,B035 Peset,centro,4.028,1,2,6.48,1,1,0,-0.6355451898810069,-0.7720636707028214
9.966256938155166,6,8,1,1,media,sur,B031 Nazaret,este,9.885,1,3,15.88,1,2,3,0.507630784134433,-0.8615747135327618
7.355722677610249,5,3,1,0,grave,norte,B051 Massamagrell,norte,6.587,3,3,9.25,2,1,1,0.9376717328687572,-0.3475222602638601
12.056362280257972,5,5,1,0,grave,oeste,B036 Arabista,centro,7.315,1,3,5.75,2,4,0,-0.014755075020638402,-0.9998911379550952
6.947890875072444,1,12,0,0,leve,sur,A053 Manises,oeste,9.356,1,0,11.19,0,2,4,0.9693666798225872,-0.24561807761183554
10.522158987511888,5,4,1,0,grave,centro,B036 Arabista,centro,1.289,2,2,4.23,2,0,0,0.37731740442934314,-0.9260840006795839
5.100824690300561,5,8,1,0,media,oeste,A031 Malvarrosa,este,3.293,2,0,7.16,1,4,3,0.9724202993855825,0.2332354204293465
6.679534877753923,1,9,0,0,grave,centro,A055 Silla,sur,2.022,7,2,5.87,2,0,2,0.9842171640545807,-0.1769648947683085
10.492153089672808,6,6,1,0,grave,norte,A055 Silla,sur,4.502,2,1,4.26,2,1,2,0.38458056432827936,-0.9230914307591325
11.846166449988527,0,11,0,0,media,centro,A053 Manises,oeste,2.648,3,2,5.36,1,0,4,0.040262643109035934,-0.9991891310306945
10.428420702974925,0,9,0,0,grave,este,A031 Malvarrosa,este,7.525,3,1,12.52,2,3,3,0.3999281914348461,-0.9165464754695493
9.710879294029398,3,6,0,1,leve,centro,A041 General,centro,5.487,3,2,16.84,0,0,0,0.5640566726563079,-0.8257360777099998
9.247240761026777,3,7,0,1,leve,centro,A053 Manises,oeste,2.805,0,2,5.48,0,0,4,0.6598887473466732,-0.7513633216528728
6.303695024081431,4,8,0,0,grave,oeste,A013 Sagunto,norte,4.912,3,0,5.34,2,4,1,0.9968409694975785,-0.07942343187704541
8.200389479013229,0,7,0,1,grave,este,B035 Peset,centro,3.494,1,2,6.94,2,3,0,0.8386150292665083,-0.5447245475360307
8.848403072600531,6,11,1,1,grave,centro,B035 Peset,centro,3.331,3,1,8.08,2,0,0,0.7346062346133488,-0.6784936846185066
12.642805565547288,0,5,0,0,media,este,A013 Sagunto,norte,5.258,0,1,6.77,1,3,1,-0.16749291116366116,-0.9858732802495065
10.859045723921154,0,4,0,0,media,oeste,B051 Massamagrell,norte,7.906,2,2,9.82,1,4,1,0.29427910076468067,-0.9557195252024158
5.592399611593165,0,3,0,0,media,centro,A041 General,centro,4.583,5,2,10.13,1,0,0,0.9943119384089455,0.10650713186188707
10.810209923486987,3,1,0,0,grave,este,B036 Arabista,centro,1.703,3,1,1.86,2,3,0,0.30647376534085613,-0.9518791053268255
9.037294298959209,6,1,1,1,media,norte,A033 Campanar,centro,6.069,3,2,9.82,1,1,0,0.7001692622877028,-0.7139768932868165
8.307694999235103,4,11,0,1,grave,sur,B035 Peset,centro,13.236,4,2,17.37,2,2,0,0.8229834656098912,-0.5680653266418687
11.52919072210217,5,8,1,0,media,norte,B036 Arabista,centro,5.337,1,3,8.94,1,1,0,0.12294572066109855,-0.9924133966100634
12.577498806239877,0,8,0,0,media,sur,A055 Silla,sur,11.855,2,1,13.23,1,2,2,-0.15061351119912472,-0.98859272212791
12.328200297790497,3,8,0,0,media,centro,A055 Silla,sur,2.788,2,1,3.52,1,0,2,-0.08581695255405863,-0.9963109206740306
7.901956191943404,3,10,0,0,grave,este,B031 Nazaret,este,5.193,3,2,6.74,2,3,3,0.8785726301800528,-0.4776087661449526
9.226969060371964,3,6,0,1,media,centro,A031 Malvarrosa,este,1.919,2,2,5.63,1,0,3,0.6638670100240294,-0.7478506488609576
10.82815857850891,0,11,0,0,grave,norte,A031 Malvarrosa,este,3.964,4,0,4.48,2,1,3,0.301997568953288,-0.953308695201247
12.438862817805898,4,5,0,0,leve,centro,A032 Alfahuir,norte,4.435,2,1,10.73,0,0,1,-0.11464140481919483,-0.9934069399299974
8.802064405386774,3,11,0,1,media,este,B051 Massamagrell,norte,7.138,5,2,16.77,1,3,1,0.7427830785878236,-0.6695321487155006
9.535852558340457,5,8,1,1,grave,centro,A055 Silla,sur,3.238,6,2,7.1,2,0,2,0.6012881669734415,-0.7990322523263493
7.2341625649849295,3,4,0,0,grave,norte,A013 Sagunto,norte,3.741,1,1,4.12,2,1,1,0.9482547484499787,-0.31751052272651936
7.0094834397983234,0,7,0,0,grave,norte,A041 General,centro,6.629,4,2,8.59,2,1,0,0.965280264678838,-0.2612164057281863
12.031314555985496,4,7,0,0,leve,este,B043 Quart,oeste,8.452,1,1,14.04,0,3,4,-0.00819803975464876,-0.9999663955074597
13.390600071427057,1,2,0,0,leve,norte,A033 Campanar,centro,14.241,2,2,18.85,0,1,0,-0.3560694228121829,-0.9344595048145206
9.819974696049165,5,7,1,1,media,este,B031 Nazaret,este,4.162,2,2,7.89,1,3,3,0.5402458951034883,-0.8415072030730519
12.50883224473006,4,5,0,0,leve,centro,B051 Massamagrell,norte,1.516,0,2,3.69,0,0,1,-0.13281833565953186,-0.9911403985877237
10.904090062619085,0,1,0,0,grave,centro,A013 Sagunto,norte,4.671,6,2,10.97,2,0,1,0.2829885010249698,-0.9591233019208952
8.38720061348719,6,12,1,1,leve,sur,B036 Arabista,centro,6.271,1,2,10.74,0,2,0,0.8109820416156481,-0.585071045409799
10.903489013771035,3,8,0,0,media,oeste,A041 General,centro,8.407,2,2,8.23,1,4,0,0.2831394196203958,-0.9590787606119872
13.845091416164923,0,11,0,0,leve,centro,B031 Nazaret,este,3.631,1,2,7.55,0,0,3,-0.46447687021418255,-0.8855852511396277
9.910434902225122,4,8,0,1,media,centro,B031 Nazaret,este,2.15,3,0,8.14,1,0,3,0.5201673320106028,-0.8540643691835945
13.911609139535015,1,5,0,0,media,centro,A013 Sagunto,norte,3.285,0,3,5.93,1,0,1,-0.47982751099877907,-0.8773628438044984
3.450637239775639,5,7,1,0,leve,sur,B036 Arabista,centro,12.792,0,3,12.88,0,2,0,0.7854202027658646,0.6189629270701341
12.05475626093806,5,8,1,0,media,norte,A055 Silla,sur,6.078,2,2,6.99,1,1,2,-0.014334664625637783,-0.9998972534166051
10.217617670595429,6,12,1,0,media,este,B031 Nazaret,este,3.013,1,1,4.43,1,3,3,0.44987610011608625,-0.8930909777532976
9.252481623835331,3,4,0,1,grave,centro,B036 Arabista,centro,1.566,3,2,3.09,2,0,0,0.6588572149807521,-0.7522680175760545
10.229401941338756,3,11,0,0,leve,centro,B031 Nazaret,este,2.261,3,2,7.24,0,0,3,0.4471186752907104,-0.8944746448090523
5.031077713497768,5,11,1,0,media,centro,B051 Massamagrell,norte,2.661,2,1,6.4,1,0,1,0.9679996172105443,0.25095167080583425
9.45082028040622,0,8,0,1,grave,sur,A033 Campanar,centro,10.269,1,3,13.33,2,2,0,0.6189252890822481,-0.7854498625211259
10.892781428779365,3,11,0,0,grave,sur,B051 Massamagrell,norte,4.288,1,2,5.36,2,2,1,0.28582683079741106,-0.9582812858426841
13.69473511185379,3,5,0,0,grave,centro,B031 Nazaret,este,6.439,1,3,11.96,2,0,3,-0.4292666147959649,-0.9031778193808861
8.70432445431588,0,12,0,1,grave,oeste,A053 Manises,oeste,3.013,2,2,4.62,2,4,4,0.7596702126520286,-0.6503085175585674
7.9787659927670305,2,9,0,0,media,centro,A055 Silla,sur,9.137,7,2,21.26,1,0,2,0.8687915331420581,-0.4951780204539294
8.745607391038659,5,1,1,1,grave,sur,A032 Alfahuir,norte,15.434,1,2,17.38,2,2,1,0.7525975462143957,-0.6584807768128622
12.288505294255184,5,11,1,0,leve,norte,A053 Manises,oeste,6.926,1,1,10.73,0,1,4,-0.07545871475817853,-0.9971489268745386
10.821877774149211,0,6,0,0,media,centro,A033 Campanar,centro,1.525,3,2,2.59,1,0,0,0.30356469570535116,-0.9528108288224466
8.675599490582403,0,6,0,1,grave,este,B036 Arabista,centro,4.682,3,2,6.96,2,3,0,0.76453912156983,-0.6445773278585222
11.28316858278339,1,7,0,0,media,este,A033 Campanar,centro,4.033,2,2,7.01,1,3,0,0.18656641048603317,-0.9824423517328419
10.2426938733701,5,3,1,0,grave,norte,B043 Quart,oeste,3.663,1,2,4.86,2,1,4,0.44400336400090307,-0.8960251183732973
12.421612476332223,0,6,0,0,grave,sur,B043 Quart,oeste,8.093,3,2,8.6,2,2,4,-0.1101538972631351,-0.9939145430658225
8.244867265306619,4,10,0,1,media,centro,B051 Massamagrell,norte,2.209,4,2,5.4,1,0,1,0.832215407127219,-0.5544524471404895
9.180844633505579,0,1,0,1,grave,sur,B031 Nazaret,este,5.147,1,2,4.73,2,2,3,0.6728489464755679,-0.7397798964737541
9.019729617169606,4,4,0,1,media,centro,A033 Campanar,centro,2.92,9,1,10.24,1,0,0,0.7034450157420516,-0.7107496815529816
6.341212629669704,2,1,0,0,leve,este,B051 Massamagrell,norte,3.706,1,2,5.67,0,3,1,0.9960127943278676,-0.08921050126074218
10.74030069266144,5,6,1,0,grave,centro,A031 Malvarrosa,este,8.152,8,3,16.98,2,0,3,0.3238429402626916,-0.9461108550492456
10.652638180449724,1,9,0,0,media,centro,A032 Alfahuir,norte,2.515,5,1,7.88,1,0,1,0.34546899018705707,-0.9384301661919948
10.012783641606152,4,10,0,0,grave,centro,B035 Peset,centro,3.902,2,3,5.49,2,0,0,0.49709883510289465,-0.867693925378843
9.413532166562133,1,12,0,1,media,centro,B043 Quart,oeste,3.417,3,1,8.72,1,0,4,0.6265632425316789,-0.779370581372038
6.461573144873965,4,8,0,0,media,norte,A055 Silla,sur,7.618,0,3,9.39,1,1,2,0.992707779574913,-0.1205456941223782
8.948386693086603,5,4,1,1,grave,centro,A032 Alfahuir,norte,3.882,2,3,7.91,2,0,1,0.7165966002313293,-0.6974878583437136
9.143213708683076,0,11,0,1,media,este,B036 Arabista,centro,7.137,1,2,15.04,1,3,0,0.6801043053572929,-0.7331153618868411
7.9943068269459525,5,9,1,0,media,centro,A033 Campanar,centro,3.608,3,1,5.66,1,0,0,0.8667696761817199,-0.49870866089515287
9.596785720834976,4,7,0,1,leve,sur,A055 Silla,sur,7.856,0,1,13.2,0,2,2,0.588465828923711,-0.8085220888690239
11.010127142036346,0,8,0,0,grave,sur,B051 Massamagrell,norte,7.289,2,1,10.18,2,2,1,0.25625719902297467,-0.9666086322544919
14.715464753026325,2,11,0,0,leve,oeste,B031 Nazaret,este,5.168,2,3,6.65,0,4,3,-0.6525213445600947,-0.7577703444273114
10.436444532079598,1,9,0,0,grave,oeste,A053 Manises,oeste,3.649,1,1,4.65,2,4,4,0.39800198220318367,-0.9173845552233462
10.64387597680691,4,5,0,0,media,este,A032 Alfahuir,norte,4.67,2,2,7.59,1,3,1,0.34762078141579533,-0.9376352128241942
9.813885210584582,5,9,1,1,media,este,A055 Silla,sur,5.35,3,2,8.14,1,3,2,0.5415867586193527,-0.840644861334549
5.203071961752396,0,1,0,0,grave,norte,A041 General,centro,7.789,1,2,9.85,2,1,0,0.9783144948049994,0.20712496048144144
9.933715311376957,3,5,0,1,leve,este,A053 Manises,oeste,5.206,3,3,11.72,0,3,4,0.5149523542179794,-0.8572188010568601
10.150575524852567,5,6,1,0,media,oeste,B036 Arabista,centro,4.953,0,2,6.61,1,4,0,0.46548117213525125,-0.8850577825134315
16.158105281213217,6,3,1,0,grave,centro,B031 Nazaret,este,3.119,5,2,5.84,2,0,3,-0.8859736586013156,-0.46373556717659636
9.519097588047194,3,1,0,1,grave,norte,A053 Manises,oeste,5.067,2,2,7.92,2,1,4,0.6047872788953813,-0.7963870587134878
10.753868355834031,6,2,1,0,media,centro,B035 Peset,centro,3.684,2,3,6.0,1,0,0,0.32048031305842767,-0.9472551762550427
9.913220575736892,3,8,0,1,media,sur,B031 Nazaret,este,6.428,1,0,9.63,1,2,3,0.5195443351664906,-0.8544434936240134
7.078304905951169,2,10,0,0,grave,norte,A032 Alfahuir,norte,7.05,0,2,7.03,2,1,1,0.96041740027683,-0.2785649246504222
12.857057036287552,5,12,1,0,grave,sur,A053 Manises,oeste,11.139,2,3,11.09,2,2,4,-0.2224990293686145,-0.9749329115021322
11.879832581716936,3,5,0,0,grave,sur,A031 Malvarrosa,este,5.16,0,1,7.46,2,2,3,0.031454567424494366,-0.9995051826719749
11.977579867607616,3,7,0,0,media,oeste,B036 Arabista,centro,7.194,1,1,8.75,1,4,0,0.0058695432317144944,-0.9999827740827594
7.7265313630131525,3,11,0,0,grave,sur,A032 Alfahuir,norte,7.207,1,2,5.2,2,2,1,0.899573250964452,-0.43676992358591626
13.506985777340248,5,3,1,0,media,este,A055 Silla,sur,11.919,0,3,15.31,1,3,2,-0.38437244905039847,-0.9231781087152137
6.495372343019298,5,9,1,0,leve,centro,A055 Silla,sur,2.903,2,1,6.1,0,0,2,0.9916022685266849,-0.12932494366027122
11.467142734500676,2,9,0,0,media,norte,B036 Arabista,centro,8.887,4,0,12.4,1,1,0,0.13904967854407738,-0.9902854067877547
15.476139064524947,2,2,0,0,leve,norte,A013 Sagunto,norte,6.545,3,2,8.89,0,1,1,-0.7895350881775085,-0.6137054216287597
7.523659187173279,3,10,0,0,leve,centro,B051 Massamagrell,norte,1.713,4,2,2.38,0,0,1,0.9214914991886849,-0.3883985284768596
8.58425567599307,3,10,0,1,media,norte,A053 Manises,oeste,5.142,0,1,7.52,1,1,4,0.7797333194034728,-0.6261117716606531
10.249128412719102,1,1,0,0,leve,sur,B043 Quart,oeste,10.552,4,3,16.1,0,2,4,0.4424933280368775,-0.8967717963020739
8.741310864709503,5,2,1,1,grave,sur,B035 Peset,centro,5.844,1,2,8.84,2,2,0,0.7533377475413879,-0.6576338176593932
6.1233414223346685,3,1,0,0,leve,sur,A055 Silla,sur,2.614,1,2,5.48,0,2,2,0.9994787003592569,-0.032285097617490176
10.171407437015068,2,5,0,0,leve,norte,A013 Sagunto,norte,6.409,0,2,8.79,0,1,1,0.4606473614349086,-0.8875832402671069
7.344240715684737,0,7,0,0,leve,centro,A033 Campanar,centro,1.957,4,3,2.42,0,0,0,0.9387121366620172,-0.34470208076457887
11.183981076587955,1,7,0,0,leve,sur,B031 Nazaret,este,7.534,2,1,9.96,0,2,3,0.21201195144029542,-0.9772670732437873
7.701439414415493,6,4,1,0,media,centro,B051 Massamagrell,norte,6.431,5,2,13.53,1,0,1,0.902422987407013,-0.4308511944968959
13.874836012543849,1,11,0,0,media,centro,A033 Campanar,centro,4.524,0,1,8.09,1,0,0,-0.47135887391046505,-0.8819415014533891
8.041866769159407,1,5,0,1,grave,centro,B036 Arabista,centro,6.389,1,2,13.84,2,0,0,0.8604931459979114,-0.5094620159448761
9.19484620948581,3,1,0,1,grave,centro,B043 Quart,oeste,2.485,2,2,4.88,2,0,4,0.670132691972243,-0.7422413186760993
12.033793043424174,1,4,0,0,grave,centro,A013 Sagunto,norte,3.0,3,1,5.56,2,0,1,-0.008846882672602047,-0.9999608655677367
6.9228392089151125,0,7,0,0,leve,centro,B036 Arabista,centro,2.0,10,2,6.11,0,0,0,0.9709567089785489,-0.23925523879226868
10.568649836510323,2,6,0,0,media,centro,B043 Quart,oeste,2.352,6,1,3.59,1,0,4,0.3660181113851502,-0.9306077273148164
13.26785688570607,3,4,0,0,leve,sur,A013 Sagunto,norte,4.679,0,3,5.77,0,2,1,-0.32586276092651045,-0.9454170831127138
5.981291913596931,3,2,0,0,grave,centro,B035 Peset,centro,1.777,3,2,3.06,2,0,0,0.9999880059702005,0.004897745985886121
10.46158464633076,2,10,0,0,leve,norte,B043 Quart,oeste,12.018,3,2,17.22,0,1,4,0.3919554862216518,-0.9199841829187873
10.649706985621059,2,12,0,0,media,oeste,B035 Peset,centro,2.145,2,2,6.79,1,4,0,0.3461890256405657,-0.9381647821816995
11.954557179443276,6,5,1,0,leve,este,A041 General,centro,8.892,2,2,16.21,0,3,0,0.01189662196302417,-0.9999292326889283
6.907623222804795,2,5,0,0,leve,centro,A053 Manises,oeste,5.606,6,2,11.81,0,0,4,0.9719020844473665,-0.2353855098489797
6.698858467289309,1,8,0,0,grave,oeste,A041 General,centro,6.887,1,2,7.49,2,4,0,0.9833093252086856,-0.18194166910754483
11.304853914042244,1,9,0,0,grave,centro,A031 Malvarrosa,este,1.938,4,1,3.82,2,0,3,0.18098590582097898,-0.9834856897251529
10.742461683082965,3,5,0,0,grave,centro,B043 Quart,oeste,1.57,3,1,2.54,2,0,4,0.32330763006243923,-0.9462939164675048
10.626232125864691,5,11,1,0,media,oeste,B051 Massamagrell,norte,4.297,2,3,4.54,1,4,1,0.35194813461556756,-0.9360195032907286
10.866120523742438,1,7,0,0,grave,este,A031 Malvarrosa,este,6.359,2,1,6.82,2,3,3,0.2925084340760818,-0.9562629429159945
8.299938196053773,4,6,0,1,media,norte,A031 Malvarrosa,este,6.509,1,2,9.23,1,1,3,0.8241353531003178,-0.5663929022950539
10.580634242902509,0,8,0,0,grave,sur,A013 Sagunto,norte,4.439,2,2,5.17,2,2,1,0.3630965233519192,-0.9317515305754798
10.732681183246703,2,12,0,0,media,sur,B036 Arabista,centro,11.903,1,2,12.33,1,2,0,0.32572958045528366,-0.9454629767560573
8.21412145493408,5,10,1,1,media,centro,A013 Sagunto,norte,6.829,6,2,17.33,1,0,1,0.8366513170639832,-0.547735861209673
14.664436277861892,2,1,0,0,grave,centro,B051 Massamagrell,norte,2.89,5,1,3.42,2,0,1,-0.6423401957313077,-0.7664196454605435
11.18458230227947,3,5,0,0,media,norte,A053 Manises,oeste,6.828,3,2,8.51,1,1,4,0.2118581264711196,-0.9773004319287631
7.021741256993378,1,6,0,0,grave,oeste,B043 Quart,oeste,2.789,2,2,4.05,2,4,4,0.9644370290679414,-0.264312725691751
11.641384021584575,5,5,1,0,grave,centro,A053 Manises,oeste,2.656,3,1,5.67,2,0,4,0.09374757920525767,-0.9955959980801218
7.563295824431696,0,9,0,0,media,este,B036 Arabista,centro,6.039,3,2,10.73,1,3,0,0.9174116070922047,-0.39793962252143
11.96771150935613,5,10,1,0,media,centro,A013 Sagunto,norte,3.754,1,2,4.57,1,0,1,0.008453006414395045,-0.9999642727030592
12.89648894751851,1,9,0,0,media,norte,A041 General,centro,5.172,2,2,6.76,1,1,0,-0.23255147130238127,-0.9725840905521217
7.948294204120724,5,12,1,0,grave,sur,A031 Malvarrosa,este,6.276,3,1,8.23,2,2,3,0.8727141267388181,-0.48823155673358737
12.408440323110804,2,4,0,0,media,sur,A031 Malvarrosa,este,5.806,3,3,3.93,1,2,3,-0.10672577290357585,-0.9942884940489528
11.031952317341245,4,11,0,0,leve,centro,B031 Nazaret,este,2.823,6,3,6.8,0,0,3,0.2507300206302572,-0.9680570524275678
12.055150399986225,2,9,0,0,media,norte,A032 Alfahuir,norte,7.864,2,0,9.16,1,1,1,-0.014437839308716621,-0.9998957689659936
14.741982456634869,6,5,1,0,leve,sur,A041 General,centro,2.929,1,2,2.24,0,2,0,-0.6577662611106458,-0.7532221091713398
9.386529709992823,0,9,0,1,grave,centro,A041 General,centro,3.095,3,1,8.2,2,0,0,0.6320570880275712,-0.7749218266858323
8.115659589106276,1,2,0,1,media,centro,B036 Arabista,centro,3.746,5,2,9.61,1,0,0,0.8504909329442456,-0.5259897080548503
7.776213925936192,3,9,0,0,media,sur,A053 Manises,oeste,5.492,0,2,7.84,1,2,4,0.893816310742922,-0.4484332755827921
7.960474287586404,0,7,0,0,grave,norte,A055 Silla,sur,5.239,0,2,5.0,2,1,2,0.8711528497689288,-0.4910119268810831
9.807245726464739,1,4,0,1,leve,centro,B051 Massamagrell,norte,2.613,2,1,9.04,0,0,1,0.543047159436648,-0.8397021987751299
10.85287993704161,6,8,1,0,leve,norte,A041 General,centro,5.24,3,2,10.26,0,1,0,0.2958214384242542,-0.9552432551809017
10.691726998325048,6,8,1,0,media,oeste,A032 Alfahuir,norte,5.515,1,3,3.53,1,4,1,0.3358477105825297,-0.941916299517358
12.06795812259006,2,3,0,0,leve,centro,A055 Silla,sur,3.391,1,2,7.77,0,0,2,-0.017790456308807996,-0.9998417373086225
10.032504729694768,6,1,1,0,media,sur,B031 Nazaret,este,2.759,3,2,3.74,1,2,3,0.4926123529712175,-0.8702488550409938
13.633835192893292,3,6,0,0,grave,centro,B035 Peset,centro,4.293,1,0,8.66,2,0,0,-0.4148127957263638,-0.9099067779183085
9.33835791690511,1,7,0,1,grave,centro,B031 Nazaret,este,2.809,3,2,7.6,2,0,3,0.6417793737833807,-0.7668893240789129
16.800422916474048,4,11,0,0,grave,centro,B036 Arabista,centro,7.637,5,2,14.67,2,0,0,-0.9510907246029676,-0.30891169219406694
11.564168369412515,4,11,0,0,grave,norte,B043 Quart,oeste,3.802,1,2,5.31,2,1,4,0.11385303785484109,-0.9934976022976725
7.857106108959293,6,7,1,0,media,este,B036 Arabista,centro,3.249,5,0,8.83,1,3,0,0.8841198888925386,-0.4672601224849443
7.322768754847219,1,9,0,0,media,centro,A032 Alfahuir,norte,2.921,4,2,7.36,1,0,1,0.9406349847960107,-0.3394198364530403
11.206181038107964,4,6,0,0,leve,sur,A013 Sagunto,norte,8.551,0,2,9.09,0,2,1,0.2063285886803958,-0.9784827609585955
9.441343036685373,0,9,0,1,grave,norte,A033 Campanar,centro,2.702,0,2,3.52,2,1,0,0.6208721904242925,-0.7839118082780364
11.78500123523023,0,3,0,0,grave,centro,B051 Massamagrell,norte,2.204,4,2,5.09,2,0,1,0.05625682876317045,-0.9984163306043784
11.183094061433863,0,5,0,0,leve,norte,B043 Quart,oeste,8.482,3,3,11.32,0,1,4,0.21223888670526905,-0.9772178134735919
9.817927718357819,6,8,1,1,media,este,B035 Peset,centro,3.133,3,3,7.47,1,3,0,0.5406967791181114,-0.8412175658242642
7.8830157048289875,5,1,1,0,media,este,B051 Massamagrell,norte,8.892,1,2,12.53,1,3,1,0.8809300940320778,-0.4732464151249691
6.212881938285339,5,9,1,0,media,este,A032 Alfahuir,norte,3.913,3,3,4.92,1,3,1,0.9984473539136005,-0.055703513919045634
8.883712619832448,3,10,0,1,grave,centro,B036 Arabista,centro,2.135,1,1,5.42,2,0,0,0.7283029296946093,-0.685255311981052
12.14099698580868,1,5,0,0,media,este,A013 Sagunto,norte,6.317,1,0,8.23,1,3,1,-0.036904542433626064,-0.9993187953539975
10.53523436032551,0,6,0,0,grave,centro,A031 Malvarrosa,este,6.597,2,1,12.38,2,0,3,0.3741450990386396,-0.927370176825504
6.88565305322003,1,10,0,0,media,este,A013 Sagunto,norte,5.789,4,2,8.91,1,3,1,0.9732398852876328,-0.22979148305652097
10.432952314627954,2,9,0,0,grave,oeste,B043 Quart,oeste,9.698,1,2,11.04,2,4,4,0.39884054410904707,-0.9170202944181766
10.963293449322093,5,4,1,0,grave,centro,A041 General,centro,6.805,5,2,13.11,2,0,0,0.2680892598233326,-0.9633940776065513
7.790356409497168,3,5,0,0,grave,norte,B051 Massamagrell,norte,4.293,2,2,7.15,2,1,1,0.8921498668162994,-0.45173954347572803
